resp,no2,so2,rsp,o3,temp,hum,day,month,year,date,weekday
182,64.19,14.86,71.56,58.52,18.1,82,10,1,1995,1/10/1995,tue
177,58,21.32,76.58,26.48,18.4,83,11,1,1995,1/11/1995,wed
162,57.67,22.75,93.04,14.65,16.6,70,12,1,1995,1/12/1995,thur
140,64.16,26.58,60.89,18.93,15.8,66,13,1,1995,1/13/1995,fri
165,53.64,17.46,66.18,24.29,15.5,70,14,1,1995,1/14/1995,sat
149,60.54,17.09,80.72,49.6,15.8,72,15,1,1995,1/15/1995,sun
191,79.45,29.61,92.84,24.1,16.5,68,16,1,1995,1/16/1995,mon
154,60.33,16.98,63.91,30.43,16.2,76,17,1,1995,1/17/1995,tue
158,69.07,17.58,66.18,37.23,17.9,76,18,1,1995,1/18/1995,wed
194,79.76,21.51,66.19,41.73,19.6,76,19,1,1995,1/19/1995,thur
175,65.49,14.64,66.41,51.56,18.6,85,20,1,1995,1/20/1995,fri
186,56.13,11.76,47.34,30.79,18.6,87,21,1,1995,1/21/1995,sat
158,69.95,26.95,53.13,15.1,20.6,88,22,1,1995,1/22/1995,sun
197,59.5,27.34,65.6,9.48,18.8,80,23,1,1995,1/23/1995,mon
160,48.49,14.25,51.47,7.92,14.9,74,24,1,1995,1/24/1995,tue
185,51.04,16.21,54.25,28.73,16.4,76,25,1,1995,1/25/1995,wed
146,51.88,19.26,56.45,9.92,16.7,81,26,1,1995,1/26/1995,thur
129,40.56,10.86,23.15,2.67,13.3,88,27,1,1995,1/27/1995,fri
163,42.1,11.34,23.07,6.6,12,86,28,1,1995,1/28/1995,sat
134,46.27,10.81,37.07,19.54,12.6,81,29,1,1995,1/29/1995,sun
144,41.96,10.62,36.76,9.54,12,82,30,1,1995,1/30/1995,mon
137,47.25,12.44,56.03,36.42,12.1,75,31,1,1995,1/31/1995,tue
189,52.04,17.58,62.58,48.17,13.2,59,1,2,1995,2/1/1995,wed
188,57.13,18.34,64.62,64.73,13.4,57,2,2,1995,2/2/1995,thur
214,54.19,17.73,71.05,59.6,13.8,59,3,2,1995,2/3/1995,fri
191,49.46,13.69,59.93,55.85,13.4,46,4,2,1995,2/4/1995,sat
167,52.82,15.93,56.37,64.85,13.2,36,5,2,1995,2/5/1995,sun
189,71.78,20.45,53.88,47.42,13,52,6,2,1995,2/6/1995,mon
179,72.27,17.67,44.78,50.98,14.2,64,7,2,1995,2/7/1995,tue
224,81.69,29.85,54.87,18.67,16.5,71,8,2,1995,2/8/1995,wed
199,95.53,40.98,85.84,14.04,17.5,75,9,2,1995,2/9/1995,thur
178,57.35,15.53,57.11,74.02,16.5,67,10,2,1995,2/10/1995,fri
174,69.31,18.97,62.43,59.23,16.6,67,11,2,1995,2/11/1995,sat
212,103.92,43.46,85.26,22.79,18.3,74,12,2,1995,2/12/1995,sun
213,89.03,44.67,63.99,7.21,18.6,86,13,2,1995,2/13/1995,mon
157,52.93,11.65,38.05,16.31,16.3,93,14,2,1995,2/14/1995,tue
183,53.05,12.91,27.1,14.68,15,88,15,2,1995,2/15/1995,wed
179,53.33,14.25,50.13,41.4,15.3,75,16,2,1995,2/16/1995,thur
158,53.25,13.11,61.7,38.56,15,80,17,2,1995,2/17/1995,fri
200,70.02,32.16,87.21,3.29,16.4,95,18,2,1995,2/18/1995,sat
165,49.96,9.63,31.85,21.23,16.7,94,19,2,1995,2/19/1995,sun
182,48.55,10.29,26.74,14.98,15.4,89,20,2,1995,2/20/1995,mon
159,52.58,10.26,27.57,22.42,14.3,91,21,2,1995,2/21/1995,tue
193,41.08,11.95,18.88,6.6,14.1,92,22,2,1995,2/22/1995,wed
185,45.58,14.31,30.86,7.17,14.3,91,23,2,1995,2/23/1995,thur
185,46.18,16.39,34.62,3.67,15,87,24,2,1995,2/24/1995,fri
199,45.36,16.05,42.41,0.17,14,86,25,2,1995,2/25/1995,sat
186,45.69,11.5,35.58,1.98,13.1,83,26,2,1995,2/26/1995,sun
225,55.83,26.71,57.97,0.67,13.8,90,27,2,1995,2/27/1995,mon
227,59.72,24.45,82.08,26.23,16.1,72,28,2,1995,2/28/1995,tue
205,53.2,11.7,71.06,34.48,14.3,80,1,3,1995,3/1/1995,wed
244,65.01,13.31,34.22,19.31,14.9,93,2,3,1995,3/2/1995,thur
213,62.35,16.13,55.08,23.23,18.7,68,3,3,1995,3/3/1995,fri
217,62.58,20.56,95.18,34.85,16.9,41,4,3,1995,3/4/1995,sat
237,61.23,13.49,87,53.42,15.3,67,5,3,1995,3/5/1995,sun
261,74.48,19.13,73.67,17.35,15.4,61,6,3,1995,3/6/1995,mon
253,80.87,18.76,77.58,39.43,18,60,7,3,1995,3/7/1995,tue
287,67.09,13.83,64.81,56.35,18.7,70,8,3,1995,3/8/1995,wed
270,74.73,30.79,68.85,5.6,19.5,86,9,3,1995,3/9/1995,thur
247,62.29,23.07,49.45,3.6,19.7,80,10,3,1995,3/10/1995,fri
212,63.64,17.44,67.35,6.73,16.9,87,11,3,1995,3/11/1995,sat
241,44.4,8.11,30.31,9.6,16.3,87,12,3,1995,3/12/1995,sun
240,48.56,8.53,156.55,24.85,15.3,81,13,3,1995,3/13/1995,mon
229,51,9.05,47.33,7.79,16,89,14,3,1995,3/14/1995,tue
253,62.71,14.49,42.33,13.31,18,90,15,3,1995,3/15/1995,wed
206,62.81,17.07,51.57,13.52,20.6,94,16,3,1995,3/16/1995,thur
220,45.19,20.67,34.32,2.1,20.1,88,17,3,1995,3/17/1995,fri
207,34.79,10.39,19.78,3.54,14.3,80,18,3,1995,3/18/1995,sat
185,41.31,9.5,42.75,12.98,16,77,19,3,1995,3/19/1995,sun
212,61.32,12.72,54.72,25.29,16.7,71,20,3,1995,3/20/1995,mon
190,101.33,43.17,76.99,9.17,19.7,80,21,3,1995,3/21/1995,tue
212,102.31,60.3,79.72,5.67,20.3,86,22,3,1995,3/22/1995,wed
205,81.01,44.71,64.12,5.43,21,87,23,3,1995,3/23/1995,thur
203,69.9,45.84,69.21,0.29,22.2,89,24,3,1995,3/24/1995,fri
172,49.23,26,47.81,9.04,18.5,76,25,3,1995,3/25/1995,sat
159,46.79,8.11,82.77,51.42,16.5,53,26,3,1995,3/26/1995,sun
226,60.4,12.08,47.65,32.92,16.4,69,27,3,1995,3/27/1995,mon
182,58.73,12.01,59.8,49.25,18.3,65,28,3,1995,3/28/1995,tue
236,87.7,47.74,102.18,2.4,19.9,87,29,3,1995,3/29/1995,wed
197,63.49,32.35,60.67,1.67,22.4,94,30,3,1995,3/30/1995,thur
165,56.02,11.07,23.04,27.6,18.9,93,31,3,1995,3/31/1995,fri
202,52.4,6.31,22.67,31.1,16.8,90,1,4,1995,4/1/1995,sat
197,49.81,5.98,23.74,24.67,16.4,93,2,4,1995,4/2/1995,sun
226,47.33,6.39,25.86,38.67,15.7,85,3,4,1995,4/3/1995,mon
185,52.94,8.61,46.32,30.9,15.9,79,4,4,1995,4/4/1995,tue
179,53.38,8.3,42.86,34.04,17.6,88,5,4,1995,4/5/1995,wed
223,86.42,45.98,109.98,0.79,19.5,92,6,4,1995,4/6/1995,thur
200,58.08,17.49,46.01,4.23,18.5,93,7,4,1995,4/7/1995,fri
193,66.16,11.84,52.54,21.73,19.9,84,8,4,1995,4/8/1995,sat
241,66.04,26.6,57.96,13.54,22.9,89,9,4,1995,4/9/1995,sun
244,74.31,32.62,83.68,17.48,21.1,90,10,4,1995,4/10/1995,mon
241,79.66,40.89,79.38,5.23,21.6,85,11,4,1995,4/11/1995,tue
229,63.54,21.49,66.59,51.85,20.7,86,12,4,1995,4/12/1995,wed
226,56.46,11.81,65.71,28.17,22.2,87,13,4,1995,4/13/1995,thur
169,45.69,45.06,44.94,1.92,25.8,86,14,4,1995,4/14/1995,fri
260,37.66,49.8,39.87,4.23,26.6,82,15,4,1995,4/15/1995,sat
203,32.28,36.68,29.55,11.67,26.4,84,16,4,1995,4/16/1995,sun
220,32.4,15,30.21,12.85,26.3,83,17,4,1995,4/17/1995,mon
249,43.16,28.89,33.66,7.31,25.3,83,18,4,1995,4/18/1995,tue
210,51.34,28.86,45.08,0,24.1,87,19,4,1995,4/19/1995,wed
185,47.9,7.05,54.25,60.67,20.2,83,20,4,1995,4/20/1995,thur
222,48.67,9,47.14,16.85,22.5,89,21,4,1995,4/21/1995,fri
217,42.54,32.93,34.13,15.67,25.5,85,22,4,1995,4/22/1995,sat
196,44.37,30.18,34.1,21.48,26.9,78,23,4,1995,4/23/1995,sun
188,41.34,6.71,41.76,33.67,24.7,85,24,4,1995,4/24/1995,mon
178,52.91,30.87,53.87,15.42,25.2,82,25,4,1995,4/25/1995,tue
196,46.71,10.29,42.29,29.96,24.9,83,26,4,1995,4/26/1995,wed
205,45.4,7.09,51.62,37.48,24.3,78,27,4,1995,4/27/1995,thur
197,46.74,7.94,42.3,22.67,25.5,80,28,4,1995,4/28/1995,fri
158,52.57,23.81,40.85,8.17,25.8,84,29,4,1995,4/29/1995,sat
165,40.96,25.45,33.94,17.23,26.5,81,30,4,1995,4/30/1995,sun
218,41.94,32.58,33.97,10.48,27.3,80,1,5,1995,5/1/1995,mon
177,40.54,39.22,30.81,11.73,27.6,79,2,5,1995,5/2/1995,tue
204,41.84,9.71,33.78,13.54,26.7,84,3,5,1995,5/3/1995,wed
170,50.19,5.76,28.59,26.23,24.3,88,4,5,1995,5/4/1995,thur
191,50.06,8.03,27.81,34.6,22.1,78,5,5,1995,5/5/1995,fri
196,82.13,16.18,88.3,53.48,23.9,70,6,5,1995,5/6/1995,sat
198,100.84,35.47,103.19,34.73,24,78,7,5,1995,5/7/1995,sun
185,68.1,9.04,70.51,49.15,23.9,82,8,5,1995,5/8/1995,mon
205,63.94,8.45,48.33,23.85,24.1,84,9,5,1995,5/9/1995,tue
213,72.44,16.16,52.82,41.1,25.6,78,10,5,1995,5/10/1995,wed
208,52.14,6.11,53.97,51.42,24,83,11,5,1995,5/11/1995,thur
196,51.31,6.18,45.83,35.4,23.9,86,12,5,1995,5/12/1995,fri
183,49.71,7.19,18.98,32.29,24.4,87,13,5,1995,5/13/1995,sat
183,74.27,38.95,49.57,56.85,26.3,79,14,5,1995,5/14/1995,sun
218,53.9,12.03,83.03,42.27,25.3,80,15,5,1995,5/15/1995,mon
185,49.76,6.83,64.59,23.73,22.3,87,16,5,1995,5/16/1995,tue
184,68.4,15.11,41.57,8.73,23.2,90,17,5,1995,5/17/1995,wed
177,72.05,16.35,47.47,9.73,24.8,92,18,5,1995,5/18/1995,thur
170,40.51,27.13,39.71,9.6,28.1,84,19,5,1995,5/19/1995,fri
192,37.39,23.4,36.29,18.35,29,78,20,5,1995,5/20/1995,sat
175,37,16.7,35.48,26.48,28.9,80,21,5,1995,5/21/1995,sun
204,47.12,7.41,33.93,12.68,24.9,81,22,5,1995,5/22/1995,mon
210,48.69,4.64,37.54,38.73,23.6,86,23,5,1995,5/23/1995,tue
213,52.85,6.81,43.18,47.54,24.7,83,24,5,1995,5/24/1995,wed
227,48.58,26.14,54.9,9.92,26.9,86,25,5,1995,5/25/1995,thur
204,39.42,52.55,38.68,12.04,28.9,80,26,5,1995,5/26/1995,fri
150,34.17,41.75,28.35,14.85,29.7,77,27,5,1995,5/27/1995,sat
158,28.21,8.7,26.93,19.42,28.9,82,28,5,1995,5/28/1995,sun
228,39.33,41.47,33.28,10.42,29.5,76,29,5,1995,5/29/1995,mon
194,26.96,9.6,24.63,16.79,29.7,76,30,5,1995,5/30/1995,tue
202,24.35,4.71,22.44,13.7,29,80,31,5,1995,5/31/1995,wed
196,25.91,5.6,25.91,12.54,28.6,83,1,6,1995,6/1/1995,thur
154,21.55,4.21,22.37,20.6,28.9,82,2,6,1995,6/2/1995,fri
166,27.52,17.15,27.15,7.17,29.2,79,3,6,1995,6/3/1995,sat
152,30.85,32.88,25.28,12.48,29.5,73,4,6,1995,6/4/1995,sun
195,38.63,12.38,30.65,2.73,28.1,84,5,6,1995,6/5/1995,mon
162,41.85,5.24,50.33,53.92,27.5,79,6,6,1995,6/6/1995,tue
173,43.88,5.7,47.39,44.92,27,87,7,6,1995,6/7/1995,wed
218,46.73,17.93,36.36,7.67,26.6,91,8,6,1995,6/8/1995,thur
150,52.83,17.28,37.85,19.65,27,86,9,6,1995,6/9/1995,fri
164,57.8,15.66,39.58,14.73,27.1,88,10,6,1995,6/10/1995,sat
133,41.5,4.94,23.17,28.35,25.5,92,11,6,1995,6/11/1995,sun
197,61.02,13.82,44.55,49.67,27.5,76,12,6,1995,6/12/1995,mon
200,49.74,9.34,44.05,52.23,28.2,77,13,6,1995,6/13/1995,tue
173,35.59,27.89,25.92,4.79,27.5,88,14,6,1995,6/14/1995,wed
179,21,18.96,30.61,5.1,29.1,80,15,6,1995,6/15/1995,thur
170,28.91,24.12,31.42,9.17,29.3,79,16,6,1995,6/16/1995,fri
142,25.68,17.24,28.01,7.54,29.4,79,17,6,1995,6/17/1995,sat
136,37.65,15.02,25.94,11.35,27.9,87,18,6,1995,6/18/1995,sun
172,26.41,26.11,23.13,15.35,29.5,79,19,6,1995,6/19/1995,mon
184,23.77,13.7,23.83,12.73,29.8,77,20,6,1995,6/20/1995,tue
177,23.48,15.06,25.86,13.48,29.9,74,21,6,1995,6/21/1995,wed
165,22.65,11.4,25.85,14.67,30,75,22,6,1995,6/22/1995,thur
161,23.57,14.92,28.35,13.35,29.9,75,23,6,1995,6/23/1995,fri
132,23.81,12.45,23.7,14.29,30.1,74,24,6,1995,6/24/1995,sat
170,23.6,11.24,19.85,18.23,30,74,25,6,1995,6/25/1995,sun
181,31.83,16.35,26.89,18.54,29.7,76,26,6,1995,6/26/1995,mon
180,31.91,15.09,30.04,9.65,30.1,75,27,6,1995,6/27/1995,tue
175,35.27,20.31,29.39,10.73,28.9,82,28,6,1995,6/28/1995,wed
186,27.55,9.72,22.03,18.18,29.5,78,29,6,1995,6/29/1995,thur
169,32.64,19.5,22.59,9.79,29.4,81,30,6,1995,6/30/1995,fri
166,29.45,6.98,17.27,15.23,28.8,84,1,7,1995,7/1/1995,sat
153,36.76,20.55,19.67,9.85,26.8,91,2,7,1995,7/2/1995,sun
180,39.26,29.13,27.05,6.23,26.6,90,3,7,1995,7/3/1995,mon
161,40.95,28.58,31.55,16.18,26.3,91,4,7,1995,7/4/1995,tue
190,34.69,28.47,30.23,6.4,27.8,86,5,7,1995,7/5/1995,wed
179,31.58,28.56,23.18,14.79,29.1,81,6,7,1995,7/6/1995,thur
167,23.99,5.52,25.3,13.54,29.1,83,7,7,1995,7/7/1995,fri
177,27.38,6.37,21.89,15.35,28.6,83,8,7,1995,7/8/1995,sat
169,34.53,22.39,24.27,11.23,27.5,86,9,7,1995,7/9/1995,sun
204,31.17,25.5,23.37,16.98,29.1,77,10,7,1995,7/10/1995,mon
183,32.24,26.14,23.06,17.35,29.6,77,11,7,1995,7/11/1995,tue
206,39.8,19.29,25.12,9.98,28.2,86,12,7,1995,7/12/1995,wed
194,45.22,20.45,25.84,1.42,25.8,96,13,7,1995,7/13/1995,thur
162,42.61,20.87,30.63,0.04,25,95,14,7,1995,7/14/1995,fri
158,35.66,17.33,35,0,24.9,96,15,7,1995,7/15/1995,sat
167,34.62,16.07,27.6,3.54,26.3,93,16,7,1995,7/16/1995,sun
169,35.48,28.99,26.77,9,28.3,84,17,7,1995,7/17/1995,mon
172,36.72,19.87,25.68,15.29,29,76,18,7,1995,7/18/1995,tue
195,33.16,19.39,24.82,31.06,29.4,77,19,7,1995,7/19/1995,wed
203,36.58,15.47,25.2,20.92,29.6,75,20,7,1995,7/20/1995,thur
157,42.89,24.67,31.42,27.85,29.8,77,21,7,1995,7/21/1995,fri
180,38.12,17.7,36.36,31.42,30.3,77,22,7,1995,7/22/1995,sat
157,38.99,15.03,25.73,29.92,30.3,77,23,7,1995,7/23/1995,sun
212,40.7,18.17,26.98,12.1,29.3,80,24,7,1995,7/24/1995,mon
198,49.72,24.67,27.97,5.98,27.1,90,25,7,1995,7/25/1995,tue
186,47.12,29.53,30.31,10.17,26.6,88,26,7,1995,7/26/1995,wed
184,51.6,17.81,18.34,11.1,24.6,94,27,7,1995,7/27/1995,thur
177,36.7,10.05,26.71,16.15,27.4,86,28,7,1995,7/28/1995,fri
169,71.25,28.2,60.1,41.42,28.7,80,29,7,1995,7/29/1995,sat
166,50.5,15.95,52.46,53.04,29.2,77,30,7,1995,7/30/1995,sun
196,62.53,39.48,66.86,48.73,28.4,80,31,7,1995,7/31/1995,mon
175,30.28,19.61,27.13,7.08,28.8,81,1,8,1995,8/1/1995,tue
213,31.06,14.27,26.81,6.54,28,85,2,8,1995,8/2/1995,wed
149,33.35,14.79,16.9,12.31,25,93,3,8,1995,8/3/1995,thur
165,27.6,10.03,17.26,9.93,25,94,4,8,1995,8/4/1995,fri
172,28.17,7.02,20.56,3.73,25.3,96,5,8,1995,8/5/1995,sat
171,29.9,6.92,24.9,10.17,25.6,94,6,8,1995,8/6/1995,sun
182,37.19,11.37,30.55,8.6,26.5,92,7,8,1995,8/7/1995,mon
167,32.22,17.9,32.67,4.17,27.5,89,8,8,1995,8/8/1995,tue
174,47.92,25.34,38.61,12.1,28.2,81,9,8,1995,8/9/1995,wed
185,57.1,30.44,49.11,50.98,29.1,78,10,8,1995,8/10/1995,thur
171,25.14,6.7,17.72,9.42,26.8,85,11,8,1995,8/11/1995,fri
160,19.06,4.23,19.82,22.23,24.7,92,12,8,1995,8/12/1995,sat
154,28.98,19.45,30.72,5.04,27.6,86,13,8,1995,8/13/1995,sun
194,44.18,20.84,30.09,1.1,24.9,95,14,8,1995,8/14/1995,mon
198,40.44,14.07,26.77,8.48,25.9,90,15,8,1995,8/15/1995,tue
191,44.22,10.42,27.97,25.99,27,87,16,8,1995,8/16/1995,wed
207,43.61,9.86,25.02,28.79,27.4,82,17,8,1995,8/17/1995,thur
172,52.72,12.97,34.6,28.98,27.7,81,18,8,1995,8/18/1995,fri
180,39.65,9.01,29.3,34.23,28.1,82,19,8,1995,8/19/1995,sat
159,32.04,6.3,23.61,23.54,28.2,83,20,8,1995,8/20/1995,sun
174,33.41,8.16,29.92,34.52,29.1,78,21,8,1995,8/21/1995,mon
192,30.85,11.82,29.35,15.98,29.3,81,22,8,1995,8/22/1995,tue
195,53.47,45.61,38.49,6.35,29.1,80,23,8,1995,8/23/1995,wed
193,87.1,51.56,77.97,11.73,28.3,84,24,8,1995,8/24/1995,thur
185,82.56,31.74,91.79,60.71,29,80,25,8,1995,8/25/1995,fri
156,26.21,7.37,17.33,23.79,28.3,83,26,8,1995,8/26/1995,sat
133,20.26,4.26,14.13,15.6,26.2,92,27,8,1995,8/27/1995,sun
143,17.18,5.03,17.28,14.48,27.3,87,28,8,1995,8/28/1995,mon
178,28.89,8.02,26.54,15.92,28,85,29,8,1995,8/29/1995,tue
190,58.66,33.83,49.02,27.67,28.9,77,30,8,1995,8/30/1995,wed
164,38.33,NA,64.42,NA,27.6,84,31,8,1995,8/31/1995,thur
150,32.58,NA,19.61,NA,27.2,90,1,9,1995,9/1/1995,fri
149,22.64,6.83,23.37,9.35,27.4,91,2,9,1995,9/2/1995,sat
165,43.13,22.88,38.98,24.35,28.4,82,3,9,1995,9/3/1995,sun
205,70.89,44.79,59.14,19.21,28.7,80,4,9,1995,9/4/1995,mon
181,61.98,35.27,67.93,28.56,29.8,78,5,9,1995,9/5/1995,tue
167,23.11,5.97,22.06,13.29,28.2,87,6,9,1995,9/6/1995,wed
174,22.83,6.68,24.98,18.04,28.8,81,7,9,1995,9/7/1995,thur
164,32.04,12.48,36.42,8.42,28.8,85,8,9,1995,9/8/1995,fri
141,54.28,38.31,46.53,22.54,29.3,80,9,9,1995,9/9/1995,sat
154,39.33,20.03,37.56,23.85,29.2,79,10,9,1995,9/10/1995,sun
189,28,9.15,25.89,22.04,29.6,77,11,9,1995,9/11/1995,mon
177,40.57,8.89,42.07,41.48,29.2,75,12,9,1995,9/12/1995,tue
196,50.2,12.08,42.21,39.35,29.1,75,13,9,1995,9/13/1995,wed
150,53.51,12.98,51.55,41.92,28.3,84,14,9,1995,9/14/1995,thur
158,58.74,17.02,57.87,33.31,28.7,77,15,9,1995,9/15/1995,fri
164,58.73,17.64,69.24,39.6,27.8,82,16,9,1995,9/16/1995,sat
151,46.81,8.39,59.98,53.85,26.6,81,17,9,1995,9/17/1995,sun
169,45.41,8.38,58.03,66.75,26.4,72,18,9,1995,9/18/1995,mon
168,54.35,8.39,43.51,59.1,25.6,70,19,9,1995,9/19/1995,tue
177,47.24,8.41,29.08,41.42,24.3,76,20,9,1995,9/20/1995,wed
140,51.5,9.45,36.31,33.1,24.5,68,21,9,1995,9/21/1995,thur
160,73.05,19.79,77.01,76.54,26.5,61,22,9,1995,9/22/1995,fri
164,91.37,26.97,73.63,56.92,26.5,61,23,9,1995,9/23/1995,sat
188,70.39,14.55,60.12,48.98,27,76,24,9,1995,9/24/1995,sun
203,57.12,8.47,54.63,21.54,26.9,78,25,9,1995,9/25/1995,mon
181,64.14,11.24,71.1,70.6,27.1,73,26,9,1995,9/26/1995,tue
199,50.18,7.6,58.07,70.17,27.2,69,27,9,1995,9/27/1995,wed
163,44.99,5.77,47.63,36.98,27.1,78,28,9,1995,9/28/1995,thur
146,44.5,7.09,56.67,49.73,27.3,79,29,9,1995,9/29/1995,fri
186,44.79,6.46,35.71,38.42,27.1,76,30,9,1995,9/30/1995,sat
179,40.78,6.18,43.84,65.54,27.7,75,1,10,1995,10/1/1995,sun
150,22.79,2.84,17.94,11.23,25.5,87,2,10,1995,10/2/1995,mon
150,19.18,2.32,26.22,25.17,26.4,92,3,10,1995,10/3/1995,tue
181,29.03,9.52,30.2,6.77,27.6,85,4,10,1995,10/4/1995,wed
153,38.41,9.96,23.6,6.85,25.8,94,5,10,1995,10/5/1995,thur
147,45.69,10.35,31.14,12.73,25.2,92,6,10,1995,10/6/1995,fri
142,40.54,8.19,29.11,29.17,25.2,78,7,10,1995,10/7/1995,sat
120,43.16,8.97,36.45,52.29,25.9,75,8,10,1995,10/8/1995,sun
166,42.67,11.04,43.75,26.73,26.2,76,9,10,1995,10/9/1995,mon
170,42.18,10.11,47.62,42.65,25.8,79,10,10,1995,10/10/1995,tue
164,40.37,6.87,42.6,49.1,25.7,74,11,10,1995,10/11/1995,wed
145,42.43,6.71,46.94,53.04,25.3,79,12,10,1995,10/12/1995,thur
146,40.77,6.34,44.99,44.73,25.4,82,13,10,1995,10/13/1995,fri
148,49.1,9.43,40.16,51.94,25.4,87,14,10,1995,10/14/1995,sat
168,48.88,7.98,28.8,38.42,24.3,92,15,10,1995,10/15/1995,sun
182,52,9.53,60.99,70.54,25.3,76,16,10,1995,10/16/1995,mon
148,46.48,10.52,60.4,72.98,24.8,73,17,10,1995,10/17/1995,tue
184,65.93,23.04,67.89,41.71,24.8,78,18,10,1995,10/18/1995,wed
156,72.1,18.76,72.39,43.04,25,79,19,10,1995,10/19/1995,thur
123,68.83,13.33,65.72,50.43,25.3,75,20,10,1995,10/20/1995,fri
148,61.82,10.83,58.3,30.04,25.3,75,21,10,1995,10/21/1995,sat
136,47,8.6,50.58,59.17,25.2,72,22,10,1995,10/22/1995,sun
184,62.69,12.86,57.68,30.6,25.3,71,23,10,1995,10/23/1995,mon
183,50.9,9.2,69.94,31.92,25.6,72,24,10,1995,10/24/1995,tue
172,47.45,8.33,45.9,26.71,23.9,68,25,10,1995,10/25/1995,wed
182,49.54,10.3,61.28,23.85,23.6,70,26,10,1995,10/26/1995,thur
156,58.13,11.54,67.73,31.23,24.3,72,27,10,1995,10/27/1995,fri
142,76.07,18.45,72.34,40.04,24.5,74,28,10,1995,10/28/1995,sat
159,71.81,14.17,66.95,50.98,24.5,79,29,10,1995,10/29/1995,sun
211,74.97,15.96,72.62,48.23,24.5,73,30,10,1995,10/30/1995,mon
159,68.31,18.19,91.74,51.6,24.5,57,31,10,1995,10/31/1995,tue
136,57.34,13.15,115.94,77.1,23.1,58,1,11,1995,11/1/1995,wed
159,70.64,17.33,127.26,62.79,22.1,66,2,11,1995,11/2/1995,thur
169,79.83,19.83,110.96,56.9,22.1,59,3,11,1995,11/3/1995,fri
155,75.22,18.56,94.82,54.92,22.6,52,4,11,1995,11/4/1995,sat
151,56.49,14.59,73.87,33.35,22.5,62,5,11,1995,11/5/1995,sun
192,58.89,17.07,67.09,16.1,23.8,77,6,11,1995,11/6/1995,mon
165,51.55,11.13,59.12,16.84,23.4,72,7,11,1995,11/7/1995,tue
183,65.03,17.83,118.23,41.23,22.5,50,8,11,1995,11/8/1995,wed
195,79.81,21,127.73,53.68,21.8,60,9,11,1995,11/9/1995,thur
181,92.61,27.2,96.29,62.48,23.2,59,10,11,1995,11/10/1995,fri
155,74.04,17.71,88.75,74.48,22.2,52,11,11,1995,11/11/1995,sat
164,66.9,12.73,79.74,99.6,22.2,65,12,11,1995,11/12/1995,sun
206,81.11,21.81,72.31,46.85,23.2,75,13,11,1995,11/13/1995,mon
189,61.32,14.12,76.83,26.73,20.5,72,14,11,1995,11/14/1995,tue
187,54.13,12.81,63.06,44.02,18,72,15,11,1995,11/15/1995,wed
183,68.48,14.76,53.03,38.79,19.8,67,16,11,1995,11/16/1995,thur
186,76.3,15.17,45.12,44.54,21.5,69,17,11,1995,11/17/1995,fri
169,64.98,11.94,49.67,52.98,22.2,73,18,11,1995,11/18/1995,sat
164,57.72,13.59,59.34,61.29,22.8,68,19,11,1995,11/19/1995,sun
205,70.14,21.25,109.99,43.06,20.9,57,20,11,1995,11/20/1995,mon
211,68.13,19.26,114.99,42.6,19.7,65,21,11,1995,11/21/1995,tue
156,98.85,32.54,141.77,51.67,20.1,69,22,11,1995,11/22/1995,wed
181,50.72,14.44,83.45,51.67,19.4,48,23,11,1995,11/23/1995,thur
159,57.92,14.58,71.63,56.6,16.3,31,24,11,1995,11/24/1995,fri
179,86.13,19,59.62,52.85,17.1,46,25,11,1995,11/25/1995,sat
185,96.02,16.66,73.36,44.54,19.8,70,26,11,1995,11/26/1995,sun
240,81.71,14.17,64.91,58.92,20.8,77,27,11,1995,11/27/1995,mon
227,68.83,14.6,76.57,43.35,20.7,74,28,11,1995,11/28/1995,tue
194,71.52,15.88,83.38,42.02,20.9,77,29,11,1995,11/29/1995,wed
192,72.08,13.1,55.84,45.85,20.8,77,30,11,1995,11/30/1995,thur
178,61.07,10.18,68.47,52.08,20,76,1,12,1995,12/1/1995,fri
175,73.66,14.13,91.52,56.73,19.6,71,2,12,1995,12/2/1995,sat
161,69,14.81,106.37,62.73,19.8,69,3,12,1995,12/3/1995,sun
205,69.72,19.55,104.83,42.04,18.3,61,4,12,1995,12/4/1995,mon
201,69.55,22.92,122.28,49.1,17.7,54,5,12,1995,12/5/1995,tue
178,63.79,20.29,101.29,51.67,16.4,40,6,12,1995,12/6/1995,wed
202,70.33,19.46,83.49,57.42,15.8,38,7,12,1995,12/7/1995,thur
174,78.11,23.37,77.62,61.42,15.2,42,8,12,1995,12/8/1995,fri
150,85.85,22.38,89.7,78.1,15.3,58,9,12,1995,12/9/1995,sat
184,60.58,9.31,48.42,81.85,17,67,10,12,1995,12/10/1995,sun
236,87.7,24.18,63.25,41.42,18.3,73,11,12,1995,12/11/1995,mon
215,97.08,27.18,74.64,73.42,19,71,12,12,1995,12/12/1995,tue
226,78.58,19.32,64.2,62.97,19.2,69,13,12,1995,12/13/1995,wed
202,81.61,21.27,87.54,35.92,20.2,74,14,12,1995,12/14/1995,thur
196,58.69,7.44,46.75,26.79,19.4,88,15,12,1995,12/15/1995,fri
159,59.38,9.49,74.27,28.29,19.5,82,16,12,1995,12/16/1995,sat
177,48.22,8.79,52.03,4.48,19.4,84,17,12,1995,12/17/1995,sun
184,46.51,10.65,37.04,15.65,16.3,75,18,12,1995,12/18/1995,mon
